sample.id,median.value,paper.name
11217-051_1_1-13,0.9,Ki-67- Tregs (% of Tregs)
11217-052_1_1-12,0.5,Ki-67- Tregs (% of Tregs)
BK01190SL02,0.7647059,Ki-67- Tregs (% of Tregs)
BK00540BL01-13,0.77272725,Ki-67- Tregs (% of Tregs)
PS-19-00036411-A-33,0.8117647,Ki-67- Tregs (% of Tregs)
SP19 7131 A1-13,0.9,Ki-67- Tregs (% of Tregs)
A222BO498-001,0.89830506,Ki-67- Tregs (% of Tregs)
BK00473BL02-13,0.75,Ki-67- Tregs (% of Tregs)
BK00090BL02-13,1,Ki-67- Tregs (% of Tregs)
BK01183BL02-13,0.84210527,Ki-67- Tregs (% of Tregs)
BK02587TS02,0.98361293,Ki-67- Tregs (% of Tregs)
BK02593BL02-12,0.85714287,Ki-67- Tregs (% of Tregs)
PICI0002_A00_K02109FP02_SSL_A06,0.978622705,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
PICI0002_A08_K01766FP01_SSL_A10,0.9960679699999999,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00286BL01-13,0.94736844,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00254BL01-13,0.9853801,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00506TS12,0.971068,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00309BL01-13,0.9575815649999999,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00496TS13,0.98261666,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00529BL01-13,0.96238244,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK01236BL01-13,0.97349644,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
K02142FP02_SSL_A04,0.97201765,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00275BL01-13,0.87073606,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02569BL01-13,0.9097651,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02577TS01-13,0.9828865,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02580TS02,0.89279898,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02568BL01-13,0.9594304,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02579SL13,0.9807621799999999,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00363BL02-2,0.9917355,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
OSP19-2304S31COLH,0.98550725,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02527TS02,0.9830508,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02598BL02-2,0.9811321,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
K03323FP04_SL02,0.960992305,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
PICI0002_A00_K02121FP01_SSL_A13,0.9954338,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00583TS13,0.99581191,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00397TS13,0.99444585,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00178BL01-12,0.98755187,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02565TS13,0.983959555,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00287BL01-12,0.9731834,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00463BL01-13,0.96433565,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00594BL01-12,0.97992155,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00573BL02_SL04,0.90102945,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK12442SL03,0.99750625,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00595TS13,0.9627288700000001,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02572TS13,0.9908065,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00177TS13,0.99206734,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00605TS03,0.98857005,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00572TS02,0.9890153500000001,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02573TS12,0.97068405,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02561TS12,0.984512955,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02574TS12,0.98743502,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02563TS14,0.9702073,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02570TS13,0.98932385,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02571TS12,0.9915582549999999,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK12448SL13,0.99219966,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02564TS12,0.966865095,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK12444SL12,0.9953880500000001,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00451BL02_SL18,0.9228055,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00452BL01-14,0.95300263,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK00419BL01-13,0.9722242249999999,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02567SL02,0.759375,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02589BL01-13,0.9768485250000001,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK01180BL01-12,0.989597075,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK02566BL02-13,1,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
BK01179SL02,0.93673217,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
K01119FP01-13,0.9722222,Ki-67- Foxp3- CD4+ T cells (% of CD4s)
